Index,Compound,CAS,T_half_soil_days,SOURCE,Entry,CID,INCHI,INCHIKEY,Canonical_smiles
468,"ethanone, 1-phenyl-",98-86-2,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",468.0,7410,"InChI=1S/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3",KWOLFJPFCHCOCG-UHFFFAOYSA-N,CC(=O)c1ccccc1
469,"benzene, nitro-",98-95-3,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",469.0,7416,InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,LQNUZADURLCDLV-UHFFFAOYSA-N,O=[N+]([O-])c1ccccc1
470,"benzene, 1-methyl-4-nitro-",99-99-0,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",470.0,7473,"InChI=1S/C7H7NO2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3",ZPTVNYMJQHSSEA-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])cc1
471,"phenol, 4-nitro-",100-02-7,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",471.0,980,"InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H",BTJIUGUIPKRLHP-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)cc1
472,"benzene, ethyl-",100-41-4|20302-26-5,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",472.0,7500,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",YNQLUTRBYVCPMQ-UHFFFAOYSA-N,CCc1ccccc1
473,"benzene, ethenyl-",100-42-5|12770-88-6|25086-18-4|6911-81-5|98444-30-5,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",473.0,7501,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",PPBRXRYQALVLMV-UHFFFAOYSA-N,C=Cc1ccccc1
474,benzenemethanol,100-51-6|185532-71-2|66072-40-0,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",474.0,244,"InChI=1S/C7H8O/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2",WVDDGKGOMKODPV-UHFFFAOYSA-N,OCc1ccccc1
475,"benzene, methoxy-",100-66-3,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",475.0,7519,"InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3",RDOXTESZEPMUJZ-UHFFFAOYSA-N,COc1ccccc1
476,"benzene, 1,1'-oxybis-",101-84-8|32576-61-7,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",476.0,7583,InChI=1S/C12H10O/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10H,USIUVYZYUHIAEV-UHFFFAOYSA-N,c1ccc(Oc2ccccc2)cc1
477,"benzene, propyl-",103-65-1,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",477.0,7668,"InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",ODLMAHJVESYWTB-UHFFFAOYSA-N,CCCc1ccccc1
478,benzeneacetic acid,103-82-2|17303-65-0|51146-16-8,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",478.0,999,"InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)",WLJVXDMOQOGPHL-UHFFFAOYSA-N,O=C(O)Cc1ccccc1
479,"phenol, 2,4-dimethyl-",105-67-9,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",479.0,7771,"InChI=1S/C8H10O/c1-6-3-4-8(9)7(2)5-6/h3-5,9H,1-2H3",KUFFULVDNCHOFZ-UHFFFAOYSA-N,Cc1ccc(O)c(C)c1
480,"benzene, 1,4-dimethyl-",106-42-3|136777-61-2,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",480.0,7809,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",URLKBWYHVLBVBO-UHFFFAOYSA-N,Cc1ccc(C)cc1
481,"benzene, 1,4-dichloro-",106-46-7|55232-43-4,229.166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",481.0,4685,InChI=1S/C6H4Cl2/c7-5-1-2-6(8)4-3-5/h1-4H,OCJBOOLMMGQPQU-UHFFFAOYSA-N,Clc1ccc(Cl)cc1
482,"benzenamine, 4-chloro-",106-47-8,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",482.0,7812,"InChI=1S/C6H6ClN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2",QSNSCYSYFYORTR-UHFFFAOYSA-N,Nc1ccc(Cl)cc1
483,"1,3-butadiene",106-99-0|130983-70-9|1983-06-8|25339-57-5|26952-74-9,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",483.0,7845,"InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2",KAKZBPTYRLMSJV-UHFFFAOYSA-N,C=CC=C
484,2-propenal,107-02-8|81788-96-7,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",484.0,7847,"InChI=1S/C3H4O/c1-2-3-4/h2-3H,1H2",HGINCPLSRVDWNT-UHFFFAOYSA-N,C=CC=O
485,"ethane, 1,2-dichloro-",107-06-2|25323-30-2|52399-93-6,229.166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",485.0,11,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,WSLDOOZREJYCGB-UHFFFAOYSA-N,ClCCCl
486,propanenitrile,107-12-0,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",486.0,7854,"InChI=1S/C3H5N/c1-2-3-4/h2H2,1H3",FVSKHRXBFJPNKK-UHFFFAOYSA-N,CCC#N
487,2-propenenitrile,107-13-1|63908-52-1,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",487.0,7855,"InChI=1S/C3H3N/c1-2-3-4/h2H,1H2",NLHHRLWOUZZQLW-UHFFFAOYSA-N,C=CC#N
488,2-propen-1-ol,107-18-6,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",488.0,7858,"InChI=1S/C3H6O/c1-2-3-4/h2,4H,1,3H2",XXROGKLTLUQVRX-UHFFFAOYSA-N,C=CCO
489,"1,2-ethanediol",107-21-1,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",489.0,174,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",LYCAIKOWRPUZTN-UHFFFAOYSA-N,OCCO
490,"methane, chloromethoxy-",107-30-2,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",490.0,7864,"InChI=1S/C2H5ClO/c1-4-2-3/h2H2,1H3",XJUZRXYOEPSWMB-UHFFFAOYSA-N,COCCl
491,"formic acid, methyl ester",107-31-3,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",491.0,7865,"InChI=1S/C2H4O2/c1-4-2-3/h2H,1H3",TZIHFWKZFHZASV-UHFFFAOYSA-N,COC=O
492,2-pentanone,107-87-9,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",492.0,7895,"InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3",XNLICIUVMPYHGG-UHFFFAOYSA-N,CCCC(C)=O
493,butanoic acid,107-92-6,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",493.0,264,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)",FERIUCNNQQJTOY-UHFFFAOYSA-N,CCCC(=O)O
494,acetic acid ethenyl ester,108-05-4|93196-02-2,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",494.0,7904,"InChI=1S/C4H6O2/c1-3-6-4(2)5/h3H,1H2,2H3",XTXRWKRVRITETP-UHFFFAOYSA-N,C=COC(C)=O
495,"2-pentanone, 4-methyl-",108-10-1,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",495.0,7909,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3",NTIZESTWPVYFNL-UHFFFAOYSA-N,CC(=O)CC(C)C
496,"benzene, 1,3-dimethyl-",108-38-3,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",496.0,7929,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",IVSZLXZYQVIEFR-UHFFFAOYSA-N,Cc1cccc(C)c1
497,"propane, 2,2'-oxybis 1-chloro-",NA,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",497.0,NA,NA,NA,NA
498,"benzene, 1,3,5-trimethyl-",108-67-8|19121-63-2,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",498.0,7947,"InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",AUHZEENZYGFFBQ-UHFFFAOYSA-N,Cc1cc(C)cc(C)c1
499,"benzene, 1,3,5-trichloro-",108-70-3|63697-19-8,229.166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",499.0,7950,InChI=1S/C6H3Cl3/c7-4-1-5(8)3-6(9)2-4/h1-3H,XKEFYDZQGKAQCN-UHFFFAOYSA-N,Clc1cc(Cl)cc(Cl)c1
500,"benzene, bromo-",108-86-1|52753-63-6,229.166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",500.0,7961,InChI=1S/C6H5Br/c7-6-4-2-1-3-5-6/h1-5H,QARVLSVVCXYDNA-UHFFFAOYSA-N,Brc1ccccc1
501,"cyclohexane, methyl-",108-87-2,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",501.0,7962,"InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3",UAEPNZWRGJTJPN-UHFFFAOYSA-N,CC1CCCCC1
502,"benzene, methyl-",108-88-3|25013-04-1,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",502.0,1140,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",YXFVVABEGXRONW-UHFFFAOYSA-N,Cc1ccccc1
503,"pyridine, 4-methyl-",108-89-4|69046-49-7|92075-35-9,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",503.0,7963,"InChI=1S/C6H7N/c1-6-2-4-7-5-3-6/h2-5H,1H3",FKNQCJSGGFJEIZ-UHFFFAOYSA-N,Cc1ccncc1
504,"benzene, chloro-",108-90-7|50717-45-8,229.166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",504.0,7964,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,MVPPADPHJFYWMZ-UHFFFAOYSA-N,Clc1ccccc1
505,cyclohexanamine,108-91-8|157973-60-9,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",505.0,7965,"InChI=1S/C6H13N/c7-6-4-2-1-3-5-6/h6H,1-5,7H2",PAFZNILMFXTMIY-UHFFFAOYSA-N,NC1CCCCC1
506,cyclohexanol,108-93-0,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",506.0,7966,"InChI=1S/C6H12O/c7-6-4-2-1-3-5-6/h6-7H,1-5H2",HPXRVTGHNJAIIH-UHFFFAOYSA-N,OC1CCCCC1
507,cyclohexanone,108-94-1|9075-99-4,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",507.0,7967,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,JHIVVAPYMSGYDF-UHFFFAOYSA-N,O=C1CCCCC1
508,phenol,108-95-2|17442-59-0|27073-41-2|63496-48-0|73607-76-8,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",508.0,996,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,Oc1ccccc1
509,"pyridine, 3-methyl-",108-99-6,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",509.0,7970,"InChI=1S/C6H7N/c1-6-3-2-4-7-5-6/h2-5H,1H3",ITQTTZVARXURQS-UHFFFAOYSA-N,Cc1cccnc1
510,"acetic acid, propyl ester",109-60-4,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",510.0,7997,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",YKYONYBAUNKHLG-UHFFFAOYSA-N,CCCOC(C)=O
511,pentane,102056-77-9|107949-95-1|109-66-0,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",511.0,8003,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",OFBQJSOFQDEBGM-UHFFFAOYSA-N,CCCCC
512,1-pentene,109-67-1|25587-78-4,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",512.0,8004,"InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3",YWAKXRMUMFPDSH-UHFFFAOYSA-N,C=CCCC
513,1-butanamine,109-73-9,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",513.0,8007,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3",HQABUPZFAYXKJW-UHFFFAOYSA-N,CCCCN
514,"formic acid, ethyl ester",109-94-4,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",514.0,8025,"InChI=1S/C3H6O2/c1-2-5-3-4/h3H,2H2,1H3",WBJINCZRORDGAQ-UHFFFAOYSA-N,CCOC=O
515,"furan, tetrahydro-",109-99-9|24979-97-3,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",515.0,8028,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2,WYURNTSHIVDZCO-UHFFFAOYSA-N,C1CCOC1
516,furan,110-00-9|25067-54-3,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",516.0,8029,InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H,YLQBMQCUIZJEEH-UHFFFAOYSA-N,c1ccoc1
517,thiophene,107760-19-0|110-02-1|25233-34-5|51325-05-4,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",517.0,8030,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H,YTPLMLYBLZKORZ-UHFFFAOYSA-N,c1ccsc1
518,2-heptanone,110-43-0,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",518.0,8051,"InChI=1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3",CATSNJVOTSVZJV-UHFFFAOYSA-N,CCCCCC(C)=O
519,hexane,110-54-3|478799-92-7|50981-41-4|92112-69-1,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",519.0,8058,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",VLKZOEOYAKHREP-UHFFFAOYSA-N,CCCCCC
520,"ethene, (2-chloroethoxy)-",110-75-8|29160-08-5,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",520.0,8074,"InChI=1S/C4H7ClO/c1-2-6-4-3-5/h2H,1,3-4H2",DNJRKFKAFWSXSE-UHFFFAOYSA-N,C=COCCCl
521,cyclohexane,110-82-7|12217-02-6,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",521.0,8078,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,XDTMQSROBMDMFD-UHFFFAOYSA-N,C1CCCCC1
522,cyclohexene,110-83-8|25012-94-6,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",522.0,8079,"InChI=1S/C6H10/c1-2-4-6-5-3-1/h1-2H,3-6H2",HGCIXCUEYOPUTN-UHFFFAOYSA-N,C1=CCCCC1
523,pyridine,110-86-1|29761-81-7,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",523.0,1049,InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H,JUJWROOIHBZHMG-UHFFFAOYSA-N,c1ccncc1
524,1-hexanol,111-27-3|25917-35-5,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",524.0,8103,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",ZSIAUFGUXNUGDI-UHFFFAOYSA-N,CCCCCCO
525,"ethanol, 2,2'-iminobis-",111-42-2,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",525.0,8113,"InChI=1S/C4H11NO2/c6-3-1-5-2-4-7/h5-7H,1-4H2",ZBCBWPMODOFKDW-UHFFFAOYSA-N,OCCNCCO
526,"propane, 1,1'-oxybis-",111-43-3,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",526.0,8114,"InChI=1S/C6H14O/c1-3-5-7-6-4-2/h3-6H2,1-2H3",POLCUAVZOMRGSN-UHFFFAOYSA-N,CCCOCCC
527,"ethane, 1,1'-oxybis 2-chloro-",NA,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",527.0,NA,NA,NA,NA
528,octane,111-65-9|31372-91-5|9065-92-3,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",528.0,356,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC
529,1-octene,111-66-0|26746-84-9,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",529.0,8125,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",KWKAKUADMBZCLK-UHFFFAOYSA-N,C=CCCCCCC
530,1-octanol,111-87-5|220713-26-8|29063-28-3,2.29166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",530.0,957,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO
531,"ethane, 1,1'- methylenebis(oxy) bis 2-chloro-",NA,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",531.0,NA,NA,NA,NA
532,dodecane,112-40-3|93685-81-5,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",532.0,8182,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,CCCCCCCCCCCC
533,propoxur,114-26-1,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",533.0,4944,"InChI=1S/C11H15NO3/c1-8(2)14-9-6-4-5-7-10(9)15-11(13)12-3/h4-8H,1-3H3,(H,12,13)",ISRUGXGCCGIOQO-UHFFFAOYSA-N,CN=C(O)Oc1ccccc1OC(C)C
534,"methane, oxybis-",115-10-6|157621-61-9,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",534.0,8254,InChI=1S/C2H6O/c1-3-2/h1-2H3,LCGLNKUTAGEVQW-UHFFFAOYSA-N,COC
535,aldicarb,116-06-3,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",535.0,2086,"InChI=1S/C7H14N2O2S/c1-7(2,12-4)5-9-11-6(10)8-3/h5H,1-4H3,(H,8,10)",QGLZXHRNAYXIBU-UHFFFAOYSA-N,CN=C(O)ON=CC(C)(C)SC
536,HCB,118-74-1,2291.66666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",536.0,8370,InChI=1S/C6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9,CKAPSXZOOQJIBF-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
537,"benzoic acid, 2-methyl-",118-90-1|25567-10-6|442197-98-0,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",537.0,8373,"InChI=1S/C8H8O2/c1-6-4-2-3-5-7(6)8(9)10/h2-5H,1H3,(H,9,10)",ZWLPBLYKEWSWPD-UHFFFAOYSA-N,Cc1ccccc1C(=O)O
538,"benzoic acid, 2-chloro-",118-91-2|26264-09-5,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",538.0,8374,"InChI=1S/C7H5ClO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,(H,9,10)",IKCLCGXPQILATA-UHFFFAOYSA-N,O=C(O)c1ccccc1Cl
539,"methanone, diphenyl-",119-61-9,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",539.0,3102,InChI=1S/C13H10O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,RWCCWEUUXYIKHB-UHFFFAOYSA-N,O=C(c1ccccc1)c1ccccc1
540,anthracene,120-12-7|54261-80-2,229.166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",540.0,8418,InChI=1S/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H,MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1
541,"1,2-benzenediol",120-80-9|12385-08-9|26982-53-6,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",541.0,289,"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H",YCIMNLLNPGFGHC-UHFFFAOYSA-N,Oc1ccccc1O
542,"benzene, 1,2,4-trichloro-",104810-41-5|120-82-1|63697-18-7,229.166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",542.0,13,InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H,PBKONEOXTCPAFI-UHFFFAOYSA-N,Clc1ccc(Cl)c(Cl)c1
543,"phenol, 2,4-dichloro-",120-83-2|3317-66-6,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",543.0,8449,"InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",HFZWRUODUSTPEG-UHFFFAOYSA-N,Oc1ccc(Cl)cc1Cl
544,"benzene, 1-methyl-2,4-dinitro-",121-14-2|1326-41-6|84029-42-5,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",544.0,8461,"InChI=1S/C7H6N2O4/c1-5-2-3-6(8(10)11)4-7(5)9(12)13/h2-4H,1H3",RMBFBMJGBANMMK-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
