Index,Compound,CAS,T_half_air_days,SOURCE,Entry,CID,INCHI,INCHIKEY,Canonical_smiles
446,"benzene, 1,3-dichloro-",541-73-1|63697-17-6,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",446.0,10943,InChI=1S/C6H4Cl2/c7-5-2-1-3-6(8)4-5/h1-4H,ZPQOPVIELGIULI-UHFFFAOYSA-N,Clc1cccc(Cl)c1
447,"benzene, 1,2-dichloro-",95-50-1,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",447.0,7239,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,RFFLAFLAYFXFSW-UHFFFAOYSA-N,Clc1ccccc1Cl
448,"phenol, 2,4-dichloro-",120-83-2|3317-66-6,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",448.0,8449,"InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",HFZWRUODUSTPEG-UHFFFAOYSA-N,Oc1ccc(Cl)cc1Cl
449,"2,6-dichlorophenol",25511-62-0|87-65-0,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",449.0,6899,"InChI=1S/C6H4Cl2O/c7-4-2-1-3-5(8)6(4)9/h1-3,9H",HOLHYSJJBXSLMV-UHFFFAOYSA-N,Oc1c(Cl)cccc1Cl
450,"benzene, bromo-",108-86-1|52753-63-6,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",450.0,7961,InChI=1S/C6H5Br/c7-6-4-2-1-3-5-6/h1-5H,QARVLSVVCXYDNA-UHFFFAOYSA-N,Brc1ccccc1
451,chlorobenzene,108-90-7|50717-45-8,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",451.0,7964,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,MVPPADPHJFYWMZ-UHFFFAOYSA-N,Clc1ccccc1
452,4-chlorophenol,106-48-9,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",452.0,4684,"InChI=1S/C6H5ClO/c7-5-1-3-6(8)4-2-5/h1-4,8H",WXNZTHHGJRFXKQ-UHFFFAOYSA-N,Oc1ccc(Cl)cc1
453,"benzene, fluoro-",462-06-6,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",453.0,10008,InChI=1S/C6H5F/c7-6-4-2-1-3-5-6/h1-5H,PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fc1ccccc1
454,"benzene, iodo-",51209-48-4|591-50-4,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",454.0,11575,InChI=1S/C6H5I/c7-6-4-2-1-3-5-6/h1-5H,SNHMUERNLJLMHN-UHFFFAOYSA-N,Ic1ccccc1
455,"benzene, nitro-",98-95-3,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",455.0,7416,InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H,LQNUZADURLCDLV-UHFFFAOYSA-N,O=[N+]([O-])c1ccccc1
456,"phenol, 4-nitro-",100-02-7,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",456.0,980,"InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H",BTJIUGUIPKRLHP-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)cc1
457,"phenol, 2-nitro-",25154-55-6|78813-12-4|88-75-5,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",457.0,6947,"InChI=1S/C6H5NO3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H",IQUPABOKLQSFBK-UHFFFAOYSA-N,O=[N+]([O-])c1ccccc1O
458,benzene,25053-22-9|26181-88-4|3355-34-8|54682-86-9|62485-97-6|71-43-2,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",458.0,241,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,UHOVQNZJYSORNB-UHFFFAOYSA-N,c1ccccc1
459,lindane,119911-69-2|319-84-6|319-85-7|319-86-8|55963-79-6|58-89-9|608-73-1|6108-10-7|6108-11-8|6108-12-9|6108-13-0,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",459.0,727,InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
460,"benzenamine, 4-chloro-",106-47-8,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",460.0,7812,"InChI=1S/C6H6ClN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2",QSNSCYSYFYORTR-UHFFFAOYSA-N,Nc1ccc(Cl)cc1
461,2-chloroaniline,27134-26-5|95-51-2,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",461.0,7240,"InChI=1S/C6H6ClN/c7-5-3-1-2-4-6(5)8/h1-4H,8H2",AKCRQHGQIJBRMN-UHFFFAOYSA-N,Nc1ccccc1Cl
462,phenol,108-95-2|17442-59-0|27073-41-2|63496-48-0|73607-76-8,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",462.0,996,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,Oc1ccccc1
463,"1,2-benzenediol",120-80-9|12385-08-9|26982-53-6,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",463.0,289,"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H",YCIMNLLNPGFGHC-UHFFFAOYSA-N,Oc1ccccc1O
464,"pyridine, 4-methyl-",108-89-4|69046-49-7|92075-35-9,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",464.0,7963,"InChI=1S/C6H7N/c1-6-2-4-7-5-3-6/h2-5H,1H3",FKNQCJSGGFJEIZ-UHFFFAOYSA-N,Cc1ccncc1
465,"pyridine, 3-methyl-",108-99-6,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",465.0,7970,"InChI=1S/C6H7N/c1-6-3-2-4-7-5-6/h2-5H,1H3",ITQTTZVARXURQS-UHFFFAOYSA-N,Cc1cccnc1
466,aniline,136260-71-4|62-53-3,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",466.0,6115,"InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2",PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Nc1ccccc1
467,"1,4-cyclohexadiene",628-41-1,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",467.0,12343,"InChI=1S/C6H8/c1-2-4-6-5-3-1/h1-2,5-6H,3-4H2",UVJHQYIOXKWHFD-UHFFFAOYSA-N,C1=CCC=CC1
468,"benzene, pentachloro-",608-93-5,229.166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",468.0,11855,InChI=1S/C6HCl5/c7-2-1-3(8)5(10)6(11)4(2)9/h1H,CEOCDNVZRAIOQZ-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)c(Cl)c1Cl
469,pentachlorophenol,87-86-5,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",469.0,992,InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,IZUPBVBPLAPZRR-UHFFFAOYSA-N,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
470,simazine,122-34-9,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",470.0,5216,"InChI=1S/C7H12ClN5/c1-3-9-6-11-5(8)12-7(13-6)10-4-2/h3-4H2,1-2H3,(H2,9,10,11,12,13)",ODCWYMIRDDJXKW-UHFFFAOYSA-N,CCN=c1nc(Cl)[nH]c(=NCC)[nH]1
471,"cyclohexane, methyl-",108-87-2,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",471.0,7962,"InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3",UAEPNZWRGJTJPN-UHFFFAOYSA-N,CC1CCCCC1
472,aldicarb,116-06-3,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",472.0,2086,"InChI=1S/C7H14N2O2S/c1-7(2,12-4)5-9-11-6(10)8-3/h5H,1-4H3,(H,8,10)",QGLZXHRNAYXIBU-UHFFFAOYSA-N,CN=C(O)ON=CC(C)(C)SC
473,2-heptanone,110-43-0,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",473.0,8051,"InChI=1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3",CATSNJVOTSVZJV-UHFFFAOYSA-N,CCCCCC(C)=O
474,pentyl acetate,628-63-7|828-63-7,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",474.0,12348,"InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3",PGMYKACGEOXYJE-UHFFFAOYSA-N,CCCCCOC(C)=O
475,2-methoxytetrachlorophenol,2539-17-5|97331-56-1,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",475.0,17343,"InChI=1S/C7H4Cl4O2/c1-13-7-5(11)3(9)2(8)4(10)6(7)12/h12H,1H3",YZZVKLJKDFFSFL-UHFFFAOYSA-N,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl
476,"benzoic acid, 2-chloro-",118-91-2|26264-09-5,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",476.0,8374,"InChI=1S/C7H5ClO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,(H,9,10)",IKCLCGXPQILATA-UHFFFAOYSA-N,O=C(O)c1ccccc1Cl
477,"2,4-dinitrotoluene",121-14-2|1326-41-6|84029-42-5,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",477.0,8461,"InChI=1S/C7H6N2O4/c1-5-2-3-6(8(10)11)4-7(5)9(12)13/h2-4H,1H3",RMBFBMJGBANMMK-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
478,"phenol, 2-methyl-4,6-dinitro-",534-52-1,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",478.0,10800,"InChI=1S/C7H6N2O5/c1-4-2-5(8(11)12)3-6(7(4)10)9(13)14/h2-3,10H,1H3",ZXVONLUNISGICL-UHFFFAOYSA-N,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
479,benzoic acid,14322-82-8|65-85-0,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",479.0,243,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",WPYMKLBDIGXBTP-UHFFFAOYSA-N,O=C(O)c1ccccc1
480,salicylic acid,29656-58-4|69-72-7|8052-31-1,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",480.0,338,"InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)",YGSDEFSMJLZEOE-UHFFFAOYSA-N,O=C(O)c1ccccc1O
481,benzamide,55-21-0|55738-52-8,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",481.0,2331,"InChI=1S/C7H7NO/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H2,8,9)",KXDAEFPNCMNJSK-UHFFFAOYSA-N,N=C(O)c1ccccc1
482,4-nitrotoluene,99-99-0,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",482.0,7473,"InChI=1S/C7H7NO2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3",ZPTVNYMJQHSSEA-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])cc1
483,2-nitrotoluene,1321-12-6|88-72-2,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",483.0,6944,"InChI=1S/C7H7NO2/c1-6-4-2-3-5-7(6)8(9)10/h2-5H,1H3",PLAZTCDQAHEYBI-UHFFFAOYSA-N,Cc1ccccc1[N+](=O)[O-]
484,toluene,108-88-3|25013-04-1,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",484.0,1140,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",YXFVVABEGXRONW-UHFFFAOYSA-N,Cc1ccccc1
485,o-cresol,95-48-7,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",485.0,335,"InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3",QWVGKYWNOKOFNN-UHFFFAOYSA-N,Cc1ccccc1O
486,methoxybenzene,100-66-3,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",486.0,7519,"InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3",RDOXTESZEPMUJZ-UHFFFAOYSA-N,COc1ccccc1
487,benzyl alcohol,100-51-6|185532-71-2|66072-40-0,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",487.0,244,"InChI=1S/C7H8O/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2",WVDDGKGOMKODPV-UHFFFAOYSA-N,OCc1ccccc1
488,"phenol, 2-methoxy-",90-05-1|9009-62-5,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",488.0,460,"InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3",LHGVFZTZFXWLCP-UHFFFAOYSA-N,COc1ccccc1O
489,"benzenamine, 2-methyl-",121536-13-8|68408-22-0|95-53-4,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",489.0,7242,"InChI=1S/C7H9N/c1-6-4-2-3-5-7(6)8/h2-5H,8H2,1H3",RNVCVTLRINQCPJ-UHFFFAOYSA-N,Cc1ccccc1N
490,Chlorothalonil,1897-32-1|1897-45-6,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",490.0,15910,InChI=1S/C8Cl4N2/c9-5-3(1-13)6(10)8(12)7(11)4(5)2-14,CRQQGFGUEAVUIL-UHFFFAOYSA-N,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl
491,ethylbenzene,100-41-4|20302-26-5,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",491.0,7500,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",YNQLUTRBYVCPMQ-UHFFFAOYSA-N,CCc1ccccc1
492,p-xylene,106-42-3|136777-61-2,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",492.0,7809,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",URLKBWYHVLBVBO-UHFFFAOYSA-N,Cc1ccc(C)cc1
493,m-xylene,108-38-3,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",493.0,7929,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",IVSZLXZYQVIEFR-UHFFFAOYSA-N,Cc1cccc(C)c1
494,o-xylene,95-47-6,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",494.0,7237,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",CTQNGGLPUBDAKN-UHFFFAOYSA-N,Cc1ccccc1C
495,parathion methyl,298-00-0,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",495.0,4130,"InChI=1S/C8H10NO5PS/c1-12-15(16,13-2)14-8-5-3-7(4-6-8)9(10)11/h3-6H,1-2H3",RLBIQVVOMOPOHC-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1
496,"phenol, 2,4-dimethyl-",105-67-9,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",496.0,7771,"InChI=1S/C8H10O/c1-6-3-4-8(9)7(2)5-6/h3-5,9H,1-2H3",KUFFULVDNCHOFZ-UHFFFAOYSA-N,Cc1ccc(O)c(C)c1
497,"2,6-xylidine",87-62-7,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",497.0,6896,"InChI=1S/C8H11N/c1-6-4-3-5-7(2)8(6)9/h3-5H,9H2,1-2H3",UFFBMTHBGFGIHF-UHFFFAOYSA-N,Cc1cccc(C)c1N
498,"benzenamine, n,n-dimethyl-",101357-19-1|121-69-7|86362-18-7,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",498.0,949,"InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3",JLTDJTHDQAWBAV-UHFFFAOYSA-N,CN(C)c1ccccc1
499,atrazine,102029-43-6|1912-24-9,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",499.0,2256,"InChI=1S/C8H14ClN5/c1-4-10-7-12-6(9)13-8(14-7)11-5(2)3/h5H,4H2,1-3H3,(H2,10,11,12,13,14)",MXWJVTOOROXGIU-UHFFFAOYSA-N,CCN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1
500,cyclooctane,292-64-8,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",500.0,9266,InChI=1S/C8H16/c1-2-4-6-8-7-5-3-1/h1-8H2,WJTCGQSWYFHTAC-UHFFFAOYSA-N,C1CCCCCCC1
501,1-octene,111-66-0|26746-84-9,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",501.0,8125,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",KWKAKUADMBZCLK-UHFFFAOYSA-N,C=CCCCCCC
502,octane,111-65-9|31372-91-5|9065-92-3,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",502.0,356,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC
503,1-octanol,111-87-5|220713-26-8|29063-28-3,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",503.0,957,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO
504,"2,4,5-trichlorophenoxyacetic acid",35915-18-5|93-76-5,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",504.0,1480,"InChI=1S/C8H5Cl3O3/c9-4-1-6(11)7(2-5(4)10)14-3-8(12)13/h1-2H,3H2,(H,12,13)",SMYMJHWAQXWPDB-UHFFFAOYSA-N,O=C(O)COc1cc(Cl)c(Cl)cc1Cl
505,dicamba,1918-00-9|62610-39-3|89300-29-8,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",505.0,3030,"InChI=1S/C8H6Cl2O3/c1-13-7-5(10)3-2-4(9)6(7)8(11)12/h2-3H,1H3,(H,11,12)",IWEDIXLBFLAXBO-UHFFFAOYSA-N,COc1c(Cl)ccc(Cl)c1C(=O)O
506,"acetic acid, (2,4-dichlorophenoxy)-",64296-19-1|94-75-7,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",506.0,1486,"InChI=1S/C8H6Cl2O3/c9-5-1-2-7(6(10)3-5)13-4-8(11)12/h1-3H,4H2,(H,11,12)",OVSKIKFHRZPJSS-UHFFFAOYSA-N,O=C(O)COc1ccc(Cl)cc1Cl
507,"1,2-benzenedicarboxylic acid",254110-94-6|57142-78-6|88-99-3,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",507.0,1017,"InChI=1S/C8H6O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)(H,11,12)",XNGIFLGASWRNHJ-UHFFFAOYSA-N,O=C(O)c1ccccc1C(=O)O
508,styrene,100-42-5|12770-88-6|25086-18-4|6911-81-5|98444-30-5,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",508.0,7501,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",PPBRXRYQALVLMV-UHFFFAOYSA-N,C=Cc1ccccc1
509,"oxirane, phenyl-",192506-02-8|25189-69-9|96-09-3,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",509.0,7276,"InChI=1S/C8H8O/c1-2-4-7(5-3-1)8-6-9-8/h1-5,8H,6H2",AWMVMTVKBNGEAK-UHFFFAOYSA-N,c1ccc(C2CO2)cc1
510,acetophenone,98-86-2,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",510.0,7410,"InChI=1S/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3",KWOLFJPFCHCOCG-UHFFFAOYSA-N,CC(=O)c1ccccc1
511,"benzoic acid, 2-methyl-",118-90-1|25567-10-6|442197-98-0,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",511.0,8373,"InChI=1S/C8H8O2/c1-6-4-2-3-5-7(6)8(9)10/h2-5H,1H3,(H,9,10)",ZWLPBLYKEWSWPD-UHFFFAOYSA-N,Cc1ccccc1C(=O)O
512,phenylacetic acid,103-82-2|17303-65-0|51146-16-8,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",512.0,999,"InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)",WLJVXDMOQOGPHL-UHFFFAOYSA-N,O=C(O)Cc1ccccc1
513,indan,496-11-7|56573-11-6,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",513.0,10326,"InChI=1S/C9H10/c1-2-5-9-7-3-6-8(9)4-1/h1-2,4-5H,3,6-7H2",PQNFLJBBNBOBRQ-UHFFFAOYSA-N,c1ccc2c(c1)CCC2
514,diuron,330-54-1,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",514.0,3120,"InChI=1S/C9H10Cl2N2O/c1-13(2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)",XMTQQYYKAHVGBJ-UHFFFAOYSA-N,CN(C)C(O)=Nc1ccc(Cl)c(Cl)c1
515,linuron,330-55-2|56645-87-5,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",515.0,9502,"InChI=1S/C9H10Cl2N2O2/c1-13(15-2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)",XKJMBINCVNINCA-UHFFFAOYSA-N,CON(C)C(O)=Nc1ccc(Cl)c(Cl)c1
